198;204;01.12.2020 06:31:33,595;clean
199;205;01.12.2020 06:31:33,598;clean
200;206;01.12.2020 06:31:33,600;clean
201;207;01.12.2020 06:31:33,603;clean
202;208;01.12.2020 06:31:33,606;clean
203;209;01.12.2020 06:31:33,608;clean
204;210;01.12.2020 06:31:33,613;clean
205;211;01.12.2020 06:31:33,613;clean
206;212;01.12.2020 06:31:33,616;clean
207;213;01.12.2020 06:31:33,618;clean
208;214;01.12.2020 06:31:33,621;clean
209;215;01.12.2020 06:31:33,627;clean
210;216;01.12.2020 06:31:33,630;clean
211;217;01.12.2020 06:31:33,632;clean
212;218;01.12.2020 06:31:33,635;clean
213;219;01.12.2020 06:31:33,637;clean
214;220;01.12.2020 06:31:33,640;clean
215;221;01.12.2020 06:31:33,642;clean
216;222;01.12.2020 06:31:33,645;clean
217;223;01.12.2020 06:31:33,647;clean
218;224;01.12.2020 06:31:33,650;clean
219;225;01.12.2020 06:31:33,652;clean
220;226;01.12.2020 06:31:33,655;clean
221;227;01.12.2020 06:31:33,657;clean
222;228;01.12.2020 06:31:33,660;clean
223;229;01.12.2020 06:31:33,662;clean
224;230;01.12.2020 06:31:33,664;clean
225;231;01.12.2020 06:31:33,667;clean
226;232;01.12.2020 06:31:33,669;clean
227;233;01.12.2020 06:31:33,672;clean
228;234;01.12.2020 06:31:33,676;clean
229;235;01.12.2020 06:31:33,676;clean
230;236;01.12.2020 06:31:33,679;clean
231;237;01.12.2020 06:31:33,681;clean
232;238;01.12.2020 06:31:33,684;clean
233;239;01.12.2020 06:31:33,686;clean
234;240;01.12.2020 06:31:33,689;clean
235;241;01.12.2020 06:31:33,691;clean
236;242;01.12.2020 06:31:33,694;clean
237;243;01.12.2020 06:31:33,696;clean
238;244;01.12.2020 06:31:33,699;clean
239;245;01.12.2020 06:31:33,701;clean
240;246;01.12.2020 06:31:33,704;clean
241;247;01.12.2020 06:31:33,707;clean
242;248;01.12.2020 06:31:33,710;clean
243;249;01.12.2020 06:31:33,713;clean
244;250;01.12.2020 06:31:33,716;clean
245;251;01.12.2020 06:31:33,718;clean
246;252;01.12.2020 06:31:33,721;clean
247;253;01.12.2020 06:31:33,723;clean
248;254;01.12.2020 06:31:33,726;clean
249;255;01.12.2020 06:31:33,728;clean
250;256;01.12.2020 06:31:33,731;clean
251;257;01.12.2020 06:31:33,733;clean
252;258;01.12.2020 06:31:33,736;clean
253;259;01.12.2020 06:31:33,738;clean
254;260;01.12.2020 06:31:33,743;clean
255;261;01.12.2020 06:31:33,743;clean
256;262;01.12.2020 06:31:33,746;clean
257;263;01.12.2020 06:31:33,748;clean
258;264;01.12.2020 06:31:33,751;clean
259;265;01.12.2020 06:31:33,754;clean
260;266;01.12.2020 06:31:33,756;clean
261;267;01.12.2020 06:31:33,761;clean
262;268;01.12.2020 06:31:33,761;clean
263;269;01.12.2020 06:31:33,764;clean
264;270;01.12.2020 06:31:33,766;clean
265;271;01.12.2020 06:31:33,769;clean
266;272;01.12.2020 06:31:33,771;clean
267;273;01.12.2020 06:31:33,773;clean
268;274;01.12.2020 06:31:33,776;clean
269;275;01.12.2020 06:31:33,778;clean
270;276;01.12.2020 06:31:33,781;clean
271;277;01.12.2020 06:31:33,783;clean
272;278;01.12.2020 06:31:33,785;clean
273;279;01.12.2020 06:31:33,788;clean
274;280;01.12.2020 06:31:33,790;clean
275;281;01.12.2020 06:31:33,793;clean
276;282;01.12.2020 06:31:33,795;clean
277;283;01.12.2020 06:31:33,798;clean
278;284;01.12.2020 06:31:33,800;clean
279;285;01.12.2020 06:31:33,803;clean
280;286;01.12.2020 06:31:33,805;clean
281;287;01.12.2020 06:31:33,807;clean
282;288;01.12.2020 06:31:33,810;clean
283;289;01.12.2020 06:31:33,812;clean
284;290;01.12.2020 06:31:33,814;clean
285;291;01.12.2020 06:31:33,819;prohibited item | knife detected at position 4:6235
285;292;01.12.2020 06:31:33,819;clean
286;293;01.12.2020 06:31:33,819;clean
287;294;01.12.2020 06:31:33,822;clean
288;295;01.12.2020 06:31:33,824;clean
